Mag,Err
18.052679427083334,0.007724368586056287
18.160090760869565,0.007900669665864255
18.284352845528456,0.007428972718431001
18.40512048611111,0.0074318314395608815
18.529576479750776,0.0071183357537353345
18.652574235807858,0.007067886220308664
18.77517706043956,0.006634759739703766
18.89630965770171,0.007054849118219602
19.022082804878046,0.0068446611679651975
19.14168806888069,0.006892814029168787
19.267465566556655,0.007196373499370728
19.389382111436948,0.007154067486116778
19.51322514395393,0.007099570162935371
19.634904069767444,0.006996198047045805
19.758911679999997,0.007124802422597833
19.881856644880177,0.007175255906058795
20.003229075511644,0.007278343057331471
20.126865799492386,0.007265610935708685
20.24979424673784,0.0075581097189048084
20.373036133032695,0.007511479239912912
20.495791718426503,0.007770747243501391
20.61885985148515,0.007952036920855181
20.742493234476363,0.00809170814183936
20.864187549494062,0.008248854985603932
20.986677465986393,0.008516494616126573
21.110426343016314,0.008883030003441147
21.23431164453524,0.009199942823754746
21.357985498191386,0.00941432506575358
21.479888716417907,0.009782470945916458
21.603670047796072,0.010505805258179237
21.725564730392158,0.011141031623621605
21.847474793680735,0.011690255313806724
21.972061653961653,0.012483578830965226
22.09379026622296,0.013480169847822882
22.2171625232294,0.014567728363177549
22.34098405652866,0.01574898827473719
22.462308721744346,0.01658588669252765
22.58585388282026,0.01850644521062128
22.708865935133037,0.01984709193138525
22.831487186574535,0.021544309897253068
22.9543888502455,0.023791004202498543
23.07799700421941,0.026030557168699956
23.200801645299144,0.028849871816224226
23.322605515855294,0.03264514800426764
23.445492668690168,0.035567497315483664
23.568870888238166,0.03970351647301721
23.691445437956205,0.04306542005180139
23.81552526567481,0.04801473335971604
23.935147807144933,0.05391415542580601
