Mag,Err
18.60234666666667,0.01006569541792593
18.722625373134328,0.010692685640999483
18.844218125,0.011104174487073293
18.975615897435897,0.011315966924757207
19.1066484375,0.01107311930757246
19.239811157601114,0.011226614084255983
19.36959986263736,0.011126063340415326
19.506148231132077,0.011954420429458323
19.634049523809527,0.011849575779391684
19.766329665587914,0.0119746062336011
19.900258169934638,0.01202028447259698
20.031560172744726,0.012288637420788005
20.164177698483496,0.012359082809954486
20.296134006734007,0.012512805567323185
20.430485899390245,0.012871014698060942
20.562338412473423,0.013178908729171485
20.691578428847393,0.013801852508538557
20.82432839657283,0.014486740198938391
20.957286793508676,0.014955995174458718
21.088059432989695,0.015460127905719098
21.222010136727956,0.016487249668583503
21.354268045649075,0.017435573515434916
21.487355459646096,0.018051972756390363
21.617356092767295,0.019890216998698904
21.749636204889406,0.020979241231576715
21.884337834821427,0.022512823837643588
22.01628930292323,0.024578180908395756
22.14855285509326,0.026560645301941972
22.28123693315858,0.029266218598202214
22.412210442038788,0.03200973528333361
22.54316372902952,0.03495391981056252
22.67540809201068,0.0392077399713716
22.80875254237288,0.043454175544570844
22.94024011152416,0.04840164756898231
23.072775360121305,0.054017885224993636
23.206000109389244,0.05993613205926644
23.338097796704314,0.06675906115345573
23.468355549316865,0.07419922177634314
23.600165127150337,0.0848050146777494
23.73344261275272,0.0949812700198614
23.865776858372456,0.1069456088103104
23.998601990656102,0.1190325344960968
24.130794587308174,0.13571126291167296
24.263134173786206,0.15089185610652894
24.393496277075812,0.16652214769135404
24.523770852152964,0.18568256874982192
24.653930454140696,0.20620411183294204
24.780229055258467,0.21844771822906872
24.894742168674696,0.23577799061249644
